# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 16:20:36 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_rade,pl_masse,pl_eqt,sy_dist
Kepler-164 b,Kepler-164,1,4,0,Transit,5.03503000,1.410,,,890.7580000
Kepler-164 c,Kepler-164,1,4,0,Transit,10.94572300,2.730,,,890.7580000
Kepler-164 d,Kepler-164,1,4,0,Transit,28.98676900,2.450,,,890.7580000
Kepler-164 e,Kepler-164,1,4,0,Transit,94.88690200,4.240,,429,890.7580000
Kepler-1640 b,Kepler-1640,1,1,0,Transit,7.58441260,4.820,,,1859.7800000
Kepler-1641 b,Kepler-1641,1,2,0,Transit,19.67226600,3.110,,,860.3700000
Kepler-1641 c,Kepler-1641,1,2,0,Transit,32.65721200,2.950,,,860.3700000
Kepler-1642 b,Kepler-1642,1,2,0,Transit,12.20575130,3.200,,,413.8730000
Kepler-1642 c,Kepler-1642,1,2,0,Transit,6.65138020,2.660,,,413.8730000
Kepler-1643 b,Kepler-1643,1,1,0,Transit,5.34265700,2.320,,,341.7740000
Kepler-1644 b,Kepler-1644,1,1,0,Transit,21.09077580,1.880,,,629.2700000
Kepler-1645 b,Kepler-1645,1,1,0,Transit,16.17795610,1.780,,,1202.4700000
Kepler-1646 b,Kepler-1646,1,1,0,Transit,4.48558383,1.230,,,127.5910000
Kepler-1647 b,Kepler-1647,2,1,0,Transit,1107.59230000,11.874,483.00000,,1212.4500000
Kepler-1649 b,Kepler-1649,1,2,0,Transit,8.68909900,1.017,,307,92.1913000
Kepler-1649 c,Kepler-1649,1,2,0,Transit,19.53527000,1.060,,234,92.1913000
Kepler-165 b,Kepler-165,1,2,0,Transit,8.18084800,2.320,,,560.8850000
Kepler-165 c,Kepler-165,1,2,0,Transit,15.31299000,2.230,,,560.8850000
Kepler-1650 b,Kepler-1650,1,1,0,Transit,1.53818001,0.960,,,134.3970000
Kepler-1651 b,Kepler-1651,2,1,0,Transit,9.87863917,1.840,,,66.4074000
Kepler-1652 b,Kepler-1652,1,1,0,Transit,38.09722000,1.600,,268,
Kepler-1653 b,Kepler-1653,1,1,0,Transit,140.25240000,2.170,,284,
Kepler-1654 b,Kepler-1654,1,1,0,Transit,1047.83560000,9.180,158.91500,206,568.1170000
Kepler-1655 b,Kepler-1655,1,1,0,Transit,11.87287870,2.213,5.40000,938,213.2600000
Kepler-1656 b,Kepler-1656,1,2,0,Transit,31.56200000,,47.80000,,185.8750000
Kepler-1656 c,Kepler-1656,1,2,0,Radial Velocity,1919.00000000,,126.40000,,185.8750000
Kepler-1658 b,Kepler-1658,1,1,0,Transit,3.84937278,11.994,1868.84040,,788.2380000
Kepler-166 b,Kepler-166,1,3,0,Transit,7.65025400,2.270,,,603.5300000
Kepler-166 c,Kepler-166,1,3,0,Transit,34.26028100,2.380,,,603.5300000
Kepler-166 d,Kepler-166,1,3,0,Transit,1.55400393,1.730,,,603.5300000
Kepler-1660 AB b,Kepler-1660 A,2,1,0,Eclipse Timing Variations,239.50440000,,1586.59941,,1188.5400000
Kepler-1661 b,Kepler-1661,2,1,0,Transit,175.06000000,3.870,17.00000,243,410.6070000
Kepler-1663 b,Kepler-1663,1,1,0,Transit,17.60460000,3.304,,,337.9260000
Kepler-1664 b,Kepler-1664,1,1,0,Transit,14.38680000,3.033,,,626.6910000
Kepler-1665 b,Kepler-1665,1,1,0,Transit,11.95480000,2.839,,,335.5150000
Kepler-1666 b,Kepler-1666,1,2,0,Transit,25.84760000,2.883,,,1379.3700000
Kepler-1666 c,Kepler-1666,1,2,0,Transit,40.71570000,3.236,,,1379.3700000
Kepler-1667 b,Kepler-1667,1,1,0,Transit,83.57810000,2.984,,,626.8190000
Kepler-1668 b,Kepler-1668,1,1,0,Transit,15.43400000,4.348,,,1335.6400000
Kepler-1669 b,Kepler-1669,1,3,0,Transit,9.51216000,2.780,,,543.4440000
Kepler-1669 c,Kepler-1669,1,3,0,Transit,1.60932005,1.901,,,543.4440000
Kepler-1669 d,Kepler-1669,1,3,0,Transit,4.72941177,1.220,,669,543.4440000
Kepler-167 b,Kepler-167,2,4,0,Transit,4.39315390,1.718,,918,341.9080000
Kepler-167 c,Kepler-167,2,4,0,Transit,7.40610600,1.674,,771,341.9080000
Kepler-167 d,Kepler-167,2,4,0,Transit,21.80379000,1.238,,538,341.9080000
Kepler-167 e,Kepler-167,2,4,0,Transit,1071.23205000,10.160,321.00669,134,341.9080000
Kepler-1670 b,Kepler-1670,1,1,0,Transit,20.49980000,3.356,,,2065.9800000
Kepler-1671 b,Kepler-1671,1,1,0,Transit,4.16787000,1.326,,,357.0590000
Kepler-1672 b,Kepler-1672,1,1,0,Transit,150.87800000,2.970,,,391.1810000
Kepler-1673 b,Kepler-1673,1,1,0,Transit,33.78880000,2.936,,,727.1870000
Kepler-1674 b,Kepler-1674,1,1,0,Transit,62.56110000,3.206,,,1012.4800000
Kepler-1675 b,Kepler-1675,1,1,0,Transit,63.03820000,3.125,,,651.1170000
Kepler-1676 b,Kepler-1676,1,1,0,Transit,29.92210000,3.377,,,
Kepler-1677 b,Kepler-1677,1,1,0,Transit,22.06400000,2.702,,,735.3690000
Kepler-1678 b,Kepler-1678,1,1,0,Transit,147.97400000,3.304,,,847.3390000
Kepler-1679 b,Kepler-1679,1,1,0,Transit,9.75376000,2.069,,,909.2800000
Kepler-168 b,Kepler-168,1,2,0,Transit,4.42539100,1.460,,,1343.6000000
Kepler-168 c,Kepler-168,1,2,0,Transit,13.19324200,2.690,,,1343.6000000
Kepler-1680 b,Kepler-1680,1,1,0,Transit,8.77424000,1.360,,,310.3150000
Kepler-1681 b,Kepler-1681,1,1,0,Transit,69.89560000,2.553,,,758.3000000
Kepler-1682 b,Kepler-1682,1,1,0,Transit,14.83340000,2.889,,,1159.8500000
Kepler-1683 b,Kepler-1683,1,1,0,Transit,15.03370000,1.875,,,733.1430000
Kepler-1684 b,Kepler-1684,1,1,0,Transit,47.70550000,2.871,,,621.9960000
Kepler-1685 b,Kepler-1685,1,1,0,Transit,20.49050000,2.577,,,1141.8900000
Kepler-1686 b,Kepler-1686,1,1,0,Transit,9.30987000,1.426,,,729.8230000
Kepler-1687 b,Kepler-1687,1,1,0,Transit,5.77954000,1.656,,,417.0140000
Kepler-1688 b,Kepler-1688,1,1,0,Transit,5.62012000,1.262,,,
Kepler-1689 b,Kepler-1689,1,1,0,Transit,8.48300000,0.947,,,294.1220000
Kepler-169 b,Kepler-169,1,5,0,Transit,3.25061900,1.130,,,406.5290000
Kepler-169 c,Kepler-169,1,5,0,Transit,6.19546900,1.210,,,406.5290000
Kepler-169 d,Kepler-169,1,5,0,Transit,8.34812500,1.250,,,406.5290000
Kepler-169 e,Kepler-169,1,5,0,Transit,13.76710200,2.200,,,406.5290000
Kepler-169 f,Kepler-169,1,5,0,Transit,87.09019500,2.580,,,406.5290000
Kepler-1690 b,Kepler-1690,1,1,0,Transit,234.63600000,2.811,,,703.7890000
Kepler-1691 b,Kepler-1691,1,1,0,Transit,3.84820000,1.835,,,1267.6700000
Kepler-1692 b,Kepler-1692,1,1,0,Transit,5.95966000,1.112,,,591.0190000
Kepler-1693 b,Kepler-1693,1,2,0,Transit,12.09990000,1.289,,,760.0650000
Kepler-1693 c,Kepler-1693,1,2,0,Transit,5.36370993,0.977,,,760.0650000
Kepler-1694 b,Kepler-1694,1,1,0,Transit,3.89526000,1.180,,,513.3290000
Kepler-1695 b,Kepler-1695,1,1,0,Transit,4.73290000,1.119,,,791.1750000
Kepler-1696 b,Kepler-1696,1,1,0,Transit,65.94090000,2.810,,,1506.3600000
Kepler-1697 b,Kepler-1697,1,1,0,Transit,33.49690000,1.260,,,247.7710000
Kepler-1698 b,Kepler-1698,1,1,0,Transit,1.21070000,1.073,,,222.3450000
Kepler-1699 b,Kepler-1699,1,1,0,Transit,3.49082000,1.567,,,818.7590000
Kepler-17 b,Kepler-17,1,1,0,Transit,1.48571080,14.680,778.65000,1570,720.7530000
Kepler-170 b,Kepler-170,1,2,0,Transit,7.93059200,3.200,,,738.6570000
Kepler-170 c,Kepler-170,1,2,0,Transit,16.66586300,2.860,,,738.6570000
Kepler-1700 b,Kepler-1700,1,1,0,Transit,234.23900000,2.901,,,717.5970000
Kepler-1701 b,Kepler-1701,1,1,0,Transit,169.13400000,2.222,,,584.1420000
Kepler-1702 b,Kepler-1702,1,1,0,Transit,18.50120000,1.602,,,857.1400000
Kepler-1704 b,Kepler-1704,1,1,0,Transit,988.88112000,11.949,1322.16617,254,835.4550000
Kepler-1705 b,Kepler-1705,1,2,0,Transit,9.03502000,2.030,4.47000,,1633.4900000
Kepler-1705 c,Kepler-1705,1,2,0,Transit,11.28000000,2.050,5.42000,,1633.4900000
Kepler-1708 b,Kepler-1708,1,1,0,Transit,737.11310000,9.960,1462.01067,,1666.6900000
Kepler-1709 b,Kepler-1709,1,1,0,Transit,65.70459747,3.124,,,273.9460000
Kepler-171 b,Kepler-171,1,3,0,Transit,4.16697200,2.340,,,863.8550000
Kepler-171 c,Kepler-171,1,3,0,Transit,11.46346200,2.560,,,863.8550000
Kepler-171 d,Kepler-171,1,3,0,Transit,39.59551900,1.890,,,863.8550000
Kepler-1710 b,Kepler-1710,1,1,0,Transit,14.91110039,3.197,,,305.1930000
Kepler-1711 b,Kepler-1711,1,1,0,Transit,21.06080055,1.923,,,590.2680000
Kepler-1712 b,Kepler-1712,1,1,0,Transit,13.81499958,2.284,,,156.2640000
Kepler-1713 b,Kepler-1713,1,1,0,Transit,18.01160049,1.717,,,295.2930000
Kepler-1714 b,Kepler-1714,1,1,0,Transit,10.27530003,3.264,,,409.4600000
Kepler-1715 b,Kepler-1715,1,1,0,Transit,35.59730148,4.140,,,522.6050000
Kepler-1716 b,Kepler-1716,1,1,0,Transit,35.58100128,2.425,,,195.4390000
Kepler-1717 b,Kepler-1717,1,1,0,Transit,30.65279961,2.989,,,1008.7900000
Kepler-1718 b,Kepler-1718,1,1,0,Transit,135.18800350,2.569,,,375.5220000
Kepler-1719 b,Kepler-1719,1,1,0,Transit,6.14955997,3.950,,,905.4060000
Kepler-172 b,Kepler-172,1,4,0,Transit,2.94030900,2.350,,,828.5920000
Kepler-172 c,Kepler-172,1,4,0,Transit,6.38899600,2.860,,,828.5920000
Kepler-172 d,Kepler-172,1,4,0,Transit,14.62711900,2.250,,,828.5920000
Kepler-172 e,Kepler-172,1,4,0,Transit,35.11873600,2.760,,,828.5920000
Kepler-1720 b,Kepler-1720,1,1,0,Transit,12.70639992,3.216,,,629.4450000
Kepler-1721 b,Kepler-1721,1,1,0,Transit,4.59238005,3.119,,,641.3740000
Kepler-1722 b,Kepler-1722,1,1,0,Transit,9.17856979,2.867,,,772.2830000
Kepler-1723 b,Kepler-1723,1,1,0,Transit,39.75289917,2.880,,,811.2780000
Kepler-1724 b,Kepler-1724,1,1,0,Transit,6.45442009,2.837,,,1060.7700000
Kepler-1725 b,Kepler-1725,1,1,0,Transit,16.71990013,2.813,,,558.6520000
Kepler-1726 b,Kepler-1726,1,1,0,Transit,18.39629936,2.509,,,390.5520000
Kepler-1727 b,Kepler-1727,1,1,0,Transit,9.02929974,3.173,,,894.1870000
Kepler-1728 b,Kepler-1728,1,1,0,Transit,4.78299999,2.955,,,651.7830000
Kepler-1729 b,Kepler-1729,1,1,0,Transit,4.22097015,3.894,,,576.1810000
Kepler-173 b,Kepler-173,1,2,0,Transit,4.26374200,1.290,,,833.1650000
Kepler-173 c,Kepler-173,1,2,0,Transit,8.00577700,2.430,,,833.1650000
Kepler-1730 b,Kepler-1730,1,1,0,Transit,13.81019974,4.485,,,1427.0800000
Kepler-1731 b,Kepler-1731,1,1,0,Transit,21.76129913,2.933,,,169.9480000
Kepler-1732 b,Kepler-1732,1,1,0,Transit,32.31240082,4.099,,,1289.4100000
Kepler-1733 b,Kepler-1733,1,1,0,Transit,9.22957993,3.636,,,2080.5100000
Kepler-1734 b,Kepler-1734,1,1,0,Transit,6.79685020,3.089,,,1482.8300000
Kepler-1735 b,Kepler-1735,1,1,0,Transit,7.71792984,1.194,,,245.3030000
Kepler-1736 b,Kepler-1736,1,1,0,Transit,37.81029892,3.877,,,1430.0000000
Kepler-1737 b,Kepler-1737,1,1,0,Transit,64.61750031,5.395,,,
Kepler-1738 b,Kepler-1738,1,1,0,Transit,7.67463016,2.825,,,1302.8700000
Kepler-1739 b,Kepler-1739,1,1,0,Transit,7.34370995,2.431,,,783.6660000
Kepler-174 b,Kepler-174,1,3,0,Transit,13.98179000,1.960,,,384.7570000
Kepler-174 c,Kepler-174,1,3,0,Transit,44.00052900,1.490,,,384.7570000
Kepler-174 d,Kepler-174,1,3,0,Transit,247.35373000,2.190,,,384.7570000
Kepler-1740 b,Kepler-1740,1,1,0,Transit,8.17240047,3.323,,,1061.7700000
Kepler-1741 b,Kepler-1741,1,1,0,Transit,2.75759006,1.273,,,270.7390000
Kepler-1742 b,Kepler-1742,1,1,0,Transit,49.47819901,2.178,,,669.5730000
Kepler-1743 b,Kepler-1743,1,1,0,Transit,7.64971018,1.599,,,538.8070000
Kepler-1744 b,Kepler-1744,1,1,0,Transit,37.10110092,3.768,,,1091.6300000
Kepler-1745 b,Kepler-1745,1,1,0,Transit,3.01619005,1.929,,,996.1050000
Kepler-1746 b,Kepler-1746,1,1,0,Transit,321.21200560,8.935,,,979.5410000
Kepler-1747 b,Kepler-1747,1,1,0,Transit,6.23031998,4.265,,,1321.3800000
Kepler-1748 b,Kepler-1748,1,1,0,Transit,5.82352018,2.713,,,1083.2800000
Kepler-1749 b,Kepler-1749,1,1,0,Transit,14.53409958,1.613,,,268.2000000
Kepler-175 b,Kepler-175,1,2,0,Transit,11.90351500,2.560,,,1312.3400000
Kepler-175 c,Kepler-175,1,2,0,Transit,34.03525700,3.100,,,1312.3400000
Kepler-1750 b,Kepler-1750,1,1,0,Transit,205.91200260,6.004,,,1497.3300000
Kepler-1751 b,Kepler-1751,1,1,0,Transit,7.01731014,1.824,,,1291.4700000
Kepler-1752 b,Kepler-1752,1,1,0,Transit,56.35850143,4.541,,,962.8880000
Kepler-1753 b,Kepler-1753,1,1,0,Transit,16.00460052,2.227,,,707.6880000
Kepler-1754 b,Kepler-1754,1,1,0,Transit,8.19594955,2.440,,,718.9450000
Kepler-1755 b,Kepler-1755,1,1,0,Transit,24.81209946,5.917,,,982.3830000
Kepler-1756 b,Kepler-1756,1,1,0,Transit,2.35575008,1.472,,,
Kepler-1757 b,Kepler-1757,1,1,0,Transit,19.65640068,2.947,,,807.3080000
Kepler-1758 b,Kepler-1758,1,1,0,Transit,9.97721004,2.571,,,1588.4100000
Kepler-1759 b,Kepler-1759,1,1,0,Transit,3.72023010,0.904,,,385.3480000
Kepler-176 b,Kepler-176,1,4,0,Transit,5.43307400,1.430,,,527.3210000
Kepler-176 c,Kepler-176,1,4,0,Transit,12.75971200,2.600,,,527.3210000
Kepler-176 d,Kepler-176,1,4,0,Transit,25.75197400,2.510,,,527.3210000
Kepler-176 e,Kepler-176,1,4,0,Transit,51.16579000,1.450,,,527.3210000
Kepler-1760 b,Kepler-1760,1,1,0,Transit,38.32609940,2.290,,,
Kepler-1761 b,Kepler-1761,1,1,0,Transit,4.04354000,1.391,,,221.1860000
Kepler-1762 b,Kepler-1762,1,1,0,Transit,29.53910065,2.760,,,1663.7400000
Kepler-1763 b,Kepler-1763,1,1,0,Transit,1.48028004,1.147,,,756.4860000
Kepler-1764 b,Kepler-1764,1,1,0,Transit,70.46829987,4.555,,,1542.4800000
Kepler-1765 b,Kepler-1765,1,1,0,Transit,10.41889954,2.495,,,764.4560000
Kepler-1766 b,Kepler-1766,1,1,0,Transit,105.01499940,2.279,,,501.2290000
Kepler-1767 b,Kepler-1767,1,1,0,Transit,59.65829849,3.013,,,820.5060000
Kepler-1768 b,Kepler-1768,1,1,0,Transit,15.13589954,2.233,,,632.7660000
Kepler-1769 b,Kepler-1769,1,1,0,Transit,89.19349670,4.465,,,438.4120000
Kepler-177 b,Kepler-177,1,2,0,Transit,36.86010000,3.500,5.84000,,1435.4400000
Kepler-177 c,Kepler-177,1,2,0,Transit,49.40926000,8.730,14.70000,,1435.4400000
Kepler-1770 b,Kepler-1770,1,1,0,Transit,16.84189987,2.841,,,582.9420000
Kepler-1771 b,Kepler-1771,1,1,0,Transit,88.64399719,4.055,,,565.7520000
Kepler-1772 b,Kepler-1772,1,1,0,Transit,3.21509004,2.686,,,871.5640000
Kepler-1773 b,Kepler-1773,1,1,0,Transit,40.80970001,3.505,,,681.2550000
Kepler-1774 b,Kepler-1774,1,1,0,Transit,59.77080154,3.182,,,816.5920000
Kepler-1775 b,Kepler-1775,1,1,0,Transit,85.65399933,3.648,,,657.0230000
Kepler-1776 b,Kepler-1776,1,1,0,Transit,35.01190186,2.612,,,690.3360000
Kepler-1777 b,Kepler-1777,1,1,0,Transit,12.18420029,2.132,,,619.1460000
Kepler-1778 b,Kepler-1778,1,1,0,Transit,10.08740044,3.017,,,1276.2900000
Kepler-1779 b,Kepler-1779,1,1,0,Transit,16.34359932,3.033,,,908.5010000
Kepler-178 b,Kepler-178,1,3,0,Transit,9.57669400,2.900,,,716.0250000
Kepler-178 c,Kepler-178,1,3,0,Transit,20.55280200,2.880,,,716.0250000
Kepler-178 d,Kepler-178,1,3,0,Transit,96.67898800,3.950,,,716.0250000
Kepler-1780 b,Kepler-1780,1,1,0,Transit,109.44499970,3.606,,,790.5160000
Kepler-1781 b,Kepler-1781,1,1,0,Transit,4.88752985,2.381,,,962.6300000
Kepler-1782 b,Kepler-1782,1,1,0,Transit,5.75622988,2.229,,,305.7920000
Kepler-1783 b,Kepler-1783,1,1,0,Transit,8.27744007,1.319,,,264.0780000
Kepler-1784 b,Kepler-1784,1,1,0,Transit,13.59049988,2.799,,,883.0450000
Kepler-1785 b,Kepler-1785,1,1,0,Transit,19.58550072,2.704,,,745.7400000
Kepler-1786 b,Kepler-1786,1,1,0,Transit,78.54609680,3.163,,,863.9090000
Kepler-1787 b,Kepler-1787,1,1,0,Transit,39.31370163,2.319,,,778.6020000
Kepler-1788 b,Kepler-1788,1,1,0,Transit,2.80012011,2.379,,,560.4450000
Kepler-1789 b,Kepler-1789,1,1,0,Transit,80.23190308,2.831,,,611.4610000
Kepler-179 b,Kepler-179,1,2,0,Transit,2.73592600,1.640,,,605.6800000
Kepler-179 c,Kepler-179,1,2,0,Transit,6.40013000,2.000,,,605.6800000
Kepler-1790 b,Kepler-1790,1,1,0,Transit,31.58889961,3.145,,,1070.1700000
Kepler-1791 b,Kepler-1791,1,1,0,Transit,7.72086000,3.121,,,602.2180000
Kepler-1792 b,Kepler-1792,1,1,0,Transit,4.19577980,2.520,,,601.0290000
Kepler-1793 b,Kepler-1793,1,1,0,Transit,8.77999973,3.790,,,1189.8800000
Kepler-1794 b,Kepler-1794,1,1,0,Transit,9.76298046,1.794,,,561.2290000
Kepler-1795 b,Kepler-1795,1,1,0,Transit,13.36019993,1.663,,,
Kepler-1796 b,Kepler-1796,1,1,0,Transit,29.45579910,2.750,,,825.8830000
Kepler-1797 b,Kepler-1797,1,1,0,Transit,23.35939980,3.058,,,1338.4900000
Kepler-1798 b,Kepler-1798,1,1,0,Transit,16.85589981,2.309,,,395.1960000
Kepler-1799 b,Kepler-1799,1,1,0,Transit,11.92969990,4.128,,,2254.6900000
Kepler-18 b,Kepler-18,1,3,0,Transit,3.50472500,2.000,6.90000,,433.0470000
Kepler-18 c,Kepler-18,1,3,0,Transit,7.64159000,5.490,17.30000,,433.0470000
Kepler-18 d,Kepler-18,1,3,0,Transit,14.85888000,6.980,16.40000,,433.0470000
Kepler-180 b,Kepler-180,1,2,0,Transit,13.81712400,1.500,,,695.6500000
Kepler-180 c,Kepler-180,1,2,0,Transit,41.88577500,3.010,,,695.6500000
Kepler-1800 b,Kepler-1800,1,1,0,Transit,4.56202984,0.997,,,350.4550000
Kepler-1801 b,Kepler-1801,1,2,0,Transit,10.44089985,2.709,,,839.3320000
Kepler-1801 c,Kepler-1801,1,2,0,Transit,116.58318300,2.910,,371,839.3320000
Kepler-1802 b,Kepler-1802,1,2,0,Transit,15.45020008,1.671,,,636.6940000
Kepler-1802 c,Kepler-1802,1,2,0,Transit,33.13610077,2.322,,,636.6940000
Kepler-1804 b,Kepler-1804,1,1,0,Transit,12.28849983,1.596,,,434.4560000
Kepler-1805 b,Kepler-1805,1,1,0,Transit,8.84794045,1.545,,,221.6390000
Kepler-1806 b,Kepler-1806,1,1,0,Transit,9.03332043,2.356,,,978.0660000
Kepler-1807 b,Kepler-1807,1,1,0,Transit,10.86060047,2.704,,,1299.3200000
Kepler-1808 b,Kepler-1808,1,1,0,Transit,23.34040070,3.025,,,1022.0100000
Kepler-1809 b,Kepler-1809,1,1,0,Transit,3.75729990,1.513,,,409.6020000
Kepler-181 b,Kepler-181,1,2,0,Transit,3.13787300,1.270,,,609.2830000
Kepler-181 c,Kepler-181,1,2,0,Transit,4.30214900,1.990,,,609.2830000
Kepler-1810 b,Kepler-1810,1,1,0,Transit,101.13300320,3.918,,,1009.8700000
Kepler-1811 b,Kepler-1811,1,1,0,Transit,76.42230225,3.848,,,1390.5600000
Kepler-1812 b,Kepler-1812,1,1,0,Transit,7.16521978,2.325,,,1409.1900000
Kepler-1813 b,Kepler-1813,1,1,0,Transit,2.81816006,1.413,,,
Kepler-1814 b,Kepler-1814,1,2,0,Transit,2.93535996,2.370,,,726.3460000
Kepler-1814 c,Kepler-1814,1,2,0,Transit,0.62628177,1.760,,1711,726.3460000
Kepler-1815 b,Kepler-1815,1,1,0,Transit,12.19139957,2.749,,,1006.6300000
Kepler-1816 b,Kepler-1816,1,1,0,Transit,91.50099945,1.968,,,437.8230000
Kepler-1817 b,Kepler-1817,1,1,0,Transit,44.29919815,2.273,,,748.5690000
Kepler-1818 b,Kepler-1818,1,1,0,Transit,4.64490986,1.714,,,1034.5900000
Kepler-1819 b,Kepler-1819,1,1,0,Transit,16.48690033,3.904,,,1363.1900000
Kepler-182 b,Kepler-182,1,2,0,Transit,9.82579200,2.580,,,1549.0900000
Kepler-182 c,Kepler-182,1,2,0,Transit,20.68434200,3.430,,,1549.0900000
Kepler-1820 b,Kepler-1820,1,1,0,Transit,31.03249931,3.119,,,1425.3900000
Kepler-1821 b,Kepler-1821,1,1,0,Transit,16.45809937,2.592,,,799.6990000
Kepler-1822 b,Kepler-1822,1,1,0,Transit,22.13339996,2.648,,,897.5970000
Kepler-1823 b,Kepler-1823,1,1,0,Transit,21.10339928,2.086,,,724.9710000
Kepler-1824 b,Kepler-1824,1,1,0,Transit,95.61100006,2.381,,,1040.1000000
Kepler-1825 b,Kepler-1825,1,1,0,Transit,1.02586997,1.422,,,430.2540000
Kepler-1826 b,Kepler-1826,1,1,0,Transit,1.61536002,1.475,,,336.9520000
Kepler-1827 b,Kepler-1827,1,1,0,Transit,3.70061994,1.856,,,686.4610000
Kepler-1828 b,Kepler-1828,1,1,0,Transit,10.27379990,2.116,,,871.8100000
Kepler-1829 b,Kepler-1829,1,1,0,Transit,5.18671989,2.479,,,679.9210000
Kepler-183 b,Kepler-183,1,2,0,Transit,5.68794500,2.060,,,1050.6400000
Kepler-183 c,Kepler-183,1,2,0,Transit,11.63707100,2.270,,,1050.6400000
Kepler-1830 b,Kepler-1830,1,1,0,Transit,56.49330139,3.330,,,1056.8800000
Kepler-1831 b,Kepler-1831,1,1,0,Transit,5.78387022,1.970,,,1053.4900000
Kepler-1832 b,Kepler-1832,1,1,0,Transit,3.13878989,1.227,,,486.1740000
Kepler-1833 b,Kepler-1833,1,1,0,Transit,6.89212990,1.300,,,591.6020000
Kepler-1834 b,Kepler-1834,1,2,0,Transit,4.60301018,1.459,,,500.3950000
Kepler-1834 c,Kepler-1834,1,2,0,Transit,0.76669152,1.220,,1541,500.3950000
Kepler-1835 b,Kepler-1835,1,1,0,Transit,11.96409988,3.534,,,1404.3800000
Kepler-1836 b,Kepler-1836,1,1,0,Transit,5.25416994,2.553,,,1472.6200000
Kepler-1837 b,Kepler-1837,1,1,0,Transit,5.90608978,2.067,,,1229.1800000
Kepler-1838 b,Kepler-1838,1,1,0,Transit,12.14680004,1.660,,,451.2420000
Kepler-1839 b,Kepler-1839,1,1,0,Transit,5.05675983,1.949,,,1136.6000000
Kepler-184 b,Kepler-184,1,3,0,Transit,10.68757600,2.360,,,610.3260000
Kepler-184 c,Kepler-184,1,3,0,Transit,20.30300500,1.970,,,610.3260000
Kepler-184 d,Kepler-184,1,3,0,Transit,29.02235800,2.490,,,610.3260000
Kepler-1840 b,Kepler-1840,1,1,0,Transit,131.19000240,2.778,,,513.1070000
Kepler-1841 b,Kepler-1841,1,1,0,Transit,25.88599968,1.489,,,631.7000000
Kepler-1842 b,Kepler-1842,1,1,0,Transit,14.02639961,2.354,,,923.5510000
Kepler-1843 b,Kepler-1843,1,1,0,Transit,25.54339981,2.709,,,784.6250000
Kepler-1844 b,Kepler-1844,1,1,0,Transit,3.92451000,3.036,,,1804.3600000
Kepler-1845 b,Kepler-1845,1,1,0,Transit,11.60649967,2.438,,,710.7240000
Kepler-1846 b,Kepler-1846,1,1,0,Transit,14.82009983,1.764,,,374.6150000
Kepler-1847 b,Kepler-1847,1,1,0,Transit,11.12969971,2.745,,,1693.8600000
Kepler-1848 b,Kepler-1848,1,1,0,Transit,5.60402012,1.409,,,309.6960000
Kepler-1849 b,Kepler-1849,1,1,0,Transit,57.29290009,2.387,,,631.8840000
Kepler-185 b,Kepler-185,1,2,0,Transit,1.63290000,1.170,,,466.7350000
Kepler-185 c,Kepler-185,1,2,0,Transit,20.72904200,2.020,,,466.7350000
Kepler-1850 b,Kepler-1850,1,1,0,Transit,1.38580000,0.729,,,250.1990000
Kepler-1851 b,Kepler-1851,1,1,0,Transit,12.02289963,3.900,,,1589.8100000
Kepler-1852 b,Kepler-1852,1,1,0,Transit,7.97094011,1.886,,,772.4810000
Kepler-1853 b,Kepler-1853,1,1,0,Transit,48.88819885,1.519,,,562.3480000
Kepler-1854 b,Kepler-1854,1,1,0,Transit,39.83110046,2.587,,,423.3480000
Kepler-1855 b,Kepler-1855,1,1,0,Transit,0.72733098,1.216,,,
Kepler-1856 b,Kepler-1856,1,1,0,Transit,1.30200005,1.734,,,848.7600000
Kepler-1857 b,Kepler-1857,1,1,0,Transit,8.94340992,1.961,,,853.2750000
Kepler-1858 b,Kepler-1858,1,1,0,Transit,88.07160187,2.422,,,833.0550000
Kepler-1859 b,Kepler-1859,1,2,0,Transit,2.72959995,1.583,,,1331.2500000
Kepler-1859 c,Kepler-1859,1,2,0,Transit,3.59645081,1.660,,1327,1331.2500000
Kepler-186 b,Kepler-186,1,5,0,Transit,3.88679070,1.070,,,177.5940000
Kepler-186 c,Kepler-186,1,5,0,Transit,7.26730200,1.250,,,177.5940000
Kepler-186 d,Kepler-186,1,5,0,Transit,13.34299600,1.400,,,177.5940000
